id,spkid,full_name,pdes,name,prefix,neo,pha,H,diameter,albedo,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
a0001161,2001161,  1161 Thessalia (1929 SF),1161,Thessalia,,N,N,11.2,21.498,0.065,0.184,JPL 39,2459000.5,59000,20200531,J2000,0.088031837,3.16959017,2.890565323,9.396508263,72.56421292,310.1720299,26.73656656,3.448615016,0.174662393,2458847.424,20191229.92,2061.119128,5.643036627,1.90613,741.8086121,4.26E-08,1.67E-08,1.38E-07,3.99E-06,2.72E-05,3.42E-05,2.01E-05,1.81E-08,1.38E-09,0.00011551,1.63E-05,MBA,0.46122
a0001162,2001162,  1162 Larissa (1930 AC),1162,Larissa,,N,N,9.5,40.379,0.169,0.111,JPL 41,2459000.5,59000,20200531,J2000,0.106057371,3.926156954,3.509759071,1.874629721,39.65986913,207.111447,83.82632539,4.342554838,0.126692991,2458338.851,20180808.35,2841.514737,7.779643358,2.49635,971.5045295,3.53E-08,2.45E-08,1.38E-07,3.82E-06,0.00012161,0.00012303,1.81E-05,2.71E-08,1.19E-09,0.00014219,2.66E-05,OMB,0.47381
a0001163,2001163,  1163 Saga (1930 BA),1163,Saga,,N,N,10.7,32.429,0.147,0.261,JPL 39,2459000.5,59000,20200531,J2000,0.04264871,3.216446404,3.079269113,9.024407449,127.5157439,199.7224521,45.9328499,3.353623695,0.170859683,2458731.666,20190905.17,2106.992091,5.768629956,2.06833,804.9319861,3.72E-08,1.65E-08,1.21E-07,4.02E-06,2.61E-05,5.58E-05,4.81E-05,1.72E-08,1.31E-09,0.00028189,1.62E-05,OMB,0.44186
a0001164,2001164,  1164 Kobolda (1930 FB),1164,Kobolda,,N,N,12.8,7.651,0.229,0.064,JPL 36,2459000.5,59000,20200531,J2000,0.196354894,2.30572703,1.852986244,25.18939221,156.9198569,341.13196,297.3443004,2.758467817,0.28150897,2459223.071,20210108.57,1278.822484,3.501225143,0.873565,339.9652911,4.05E-08,6.79E-09,9.32E-08,4.65E-06,8.25E-06,1.29E-05,1.19E-05,8.12E-09,1.24E-09,4.28E-05,5.65E-06,MBA,0.40579
a0001165,2001165,  1165 Imprinetta (1930 HM),1165,Imprinetta,,N,N,10.7,53.187,0.048,0.325,JPL 44,2459000.5,59000,20200531,J2000,0.211860732,3.125452636,2.463291952,12.8005635,203.7375162,96.52965815,40.66508462,3.78761332,0.17837529,2458772.525,20191016.03,2018.216766,5.525576361,1.48949,579.6648233,3.18E-08,1.21E-08,9.99E-08,4.13E-06,1.64E-05,1.88E-05,9.79E-06,1.47E-08,1.04E-09,5.44E-05,1.17E-05,MBA,0.48059
a0001166,2001166,  1166 Sakuntala (1930 MA),1166,Sakuntala,,N,N,10.4,26.011,0.286,0.181,JPL 47,2459000.5,59000,20200531,J2000,0.209052787,2.534757272,2.0048592,18.92828165,106.6757035,189.7313195,61.76040767,3.064655343,0.24423028,2458747.622,20190921.12,1474.018701,4.03564326,0.99061,385.5156937,5.47E-08,7.72E-09,1.41E-07,5.79E-06,1.15E-05,1.47E-05,1.03E-05,9.33E-09,1.12E-09,4.16E-05,6.73E-06,MBA,0.42281
a0001167,2001167,  1167 Dubiago (1930 PB),1167,Dubiago,,N,N,9.7,63.12,0.0509,5.6,JPL 39,2459000.5,59000,20200531,J2000,0.068932902,3.413884506,3.17855554,5.747240867,223.3947324,72.23566424,109.5538518,3.649213473,0.15625389,2458299.373,20180629.87,2303.942647,6.307851189,2.16922,844.1953474,3.43E-08,1.67E-08,1.16E-07,4.01E-06,4.02E-05,5.11E-05,3.10E-05,1.78E-08,1.14E-09,0.00019888,1.69E-05,OMB,0.41296
a0001168,2001168,  1168 Brandia (1930 QA),1168,Brandia,,N,N,12.5,10.11,0.15,0.057,JPL 28,2459000.5,59000,20200531,J2000,0.217697627,2.551760447,1.996248254,12.7262717,218.6258902,122.6910439,2.560330117,3.10727264,0.241793277,2458989.911,20200520.41,1488.875142,4.076317979,1.02167,397.6033139,3.06E-08,1.01E-08,7.80E-08,4.87E-06,1.52E-05,2.03E-05,1.51E-05,1.23E-08,1.43E-09,6.24E-05,8.82E-06,MBA,0.42283
a0001169,2001169,  1169 Alwine (1930 QH),1169,Alwine,,N,N,12.8,8.1,0.179,0.185,JPL 29,2459000.5,59000,20200531,J2000,0.155401767,2.317931905,1.957721192,4.053825607,255.0722798,177.2005942,75.21538834,2.678142618,0.279288507,2458731.189,20190904.69,1288.98967,3.529061383,0.972448,378.4475882,2.86E-08,5.14E-09,6.53E-08,3.26E-06,4.69E-05,4.83E-05,1.12E-05,5.94E-09,9.29E-10,3.99E-05,4.29E-06,MBA,0.43584
a0001170,2001170,  1170 Siva (1930 SQ),1170,Siva,,N,N,12.1,10.37,0.1751,0.8,JPL 27,2459000.5,59000,20200531,J2000,0.301259159,2.325267564,1.624759414,22.16613911,0.849931271,59.53155651,68.06399699,3.025775714,0.277967918,2458755.637,20190929.14,1295.11349,3.545827489,0.722264,281.0834809,3.02E-08,4.65E-09,6.92E-08,5.17E-06,9.11E-06,1.30E-05,7.77E-06,6.05E-09,8.33E-10,2.78E-05,3.88E-06,MCA,0.38942
a0001171,2001171,  1171 Rusthawelia (1930 TA),1171,Rusthawelia,,N,N,9.8,82.229,0.029,1.004,JPL 35,2459000.5,59000,20200531,J2000,0.193971918,3.173309406,2.557776493,3.08577942,121.5110613,292.2077555,313.1473188,3.788842318,0.174355417,2459269.219,20210223.72,2064.748006,5.652971953,1.57118,611.4561206,3.80E-08,1.50E-08,1.21E-07,4.11E-06,8.06E-05,8.13E-05,1.17E-05,1.79E-08,1.24E-09,6.76E-05,1.46E-05,MBA,0.44778
a0001172,2001172,  1172 Aneas (1930 UA),1172,Aneas,,N,N,8.2,118.02,0.059,0.806,JPL 87,2459000.5,59000,20200531,J2000,0.105010668,5.220680251,4.672453128,16.66317437,247.3271523,50.58241374,304.9348386,5.768907373,0.082625373,2459666.944,20220328.44,4357.015142,11.92885734,3.68499,1434.087558,4.42E-08,5.90E-08,2.59E-07,4.36E-06,1.67E-05,2.88E-05,2.59E-05,6.52E-08,1.40E-09,0.00031666,7.39E-05,TJN,0.41142
a0001173,2001173,  1173 Anchises (1930 UB),1173,Anchises,,N,N,8.9,99.549,0.05,0.846,JPL 46,2459000.5,59000,20200531,J2000,0.138820478,5.289128884,4.554889484,6.921509461,283.9337792,40.58280603,249.1648881,6.023368284,0.081026644,2460368.385,20240227.88,4442.983002,12.16422451,3.54657,1380.218647,4.46E-08,6.95E-08,2.57E-07,4.23E-06,3.93E-05,4.35E-05,2.28E-05,7.91E-08,1.60E-09,0.00029981,8.76E-05,TJN,0.464
a0001174,2001174,  1174 Marmara (1930 UC),1174,Marmara,,N,N,11.4,18.142,0.086,0.159,JPL 36,2459000.5,59000,20200531,J2000,0.109739488,3.02405568,2.692197357,10.06249558,0.911956983,353.1611257,53.72058731,3.355914003,0.187421496,2458713.87,20190818.37,1920.804223,5.258875353,1.68782,656.8489094,4.84E-08,1.34E-08,1.44E-07,5.08E-06,2.08E-05,2.67E-05,1.66E-05,1.49E-08,1.25E-09,8.87E-05,1.28E-05,MBA,0.44272
a0001175,2001175,  1175 Margo (1930 UD),1175,Margo,,N,N,10,24.266,0.249,0.276,JPL 34,2459000.5,59000,20200531,J2000,0.068738848,3.213322462,2.992442377,16.30913563,237.1807665,102.4156897,232.6239742,3.434202546,0.171108904,2459744.915,20220614.41,2103.923243,5.760227908,2.04085,794.2375945,3.42E-08,1.55E-08,1.11E-07,4.10E-06,1.37E-05,3.31E-05,3.10E-05,1.66E-08,1.24E-09,0.0001826,1.52E-05,OMB,0.41236
a0001176,2001176,  1176 Lucidor (1930 VE),1176,Lucidor,,N,N,11.4,17.489,0.043,0.528,JPL 34,2459000.5,59000,20200531,J2000,0.143460163,2.691531276,2.305403761,6.646419334,272.2296672,156.0345194,88.3483963,3.077658791,0.223205518,2458604.684,20190501.18,1612.863349,4.415779189,1.32156,514.3115052,3.09E-08,8.17E-09,8.28E-08,3.54E-06,3.56E-05,3.91E-05,1.51E-05,9.34E-09,1.02E-09,6.74E-05,7.34E-06,MBA,0.41366
a0001177,2001177,  1177 Gonnessia (1930 WA),1177,Gonnessia,,N,N,9.4,91.98,0.0398,9.9,JPL 54,2459000.5,59000,20200531,J2000,0.030858685,3.3581379,3.254510181,15.04583331,252.1347159,248.522866,138.4579632,3.461765618,0.16016082,2458136.007,20180117.51,2247.740735,6.15397874,2.30263,896.1145171,3.73E-08,1.63E-08,1.24E-07,4.11E-06,1.49E-05,6.55E-05,6.31E-05,1.68E-08,1.17E-09,0.00039467,1.64E-05,OMB,0.37243
a0001178,2001178,  1178 Irmela (1931 EC),1178,Irmela,,N,N,12,19.663,0.07,0.049,JPL 30,2459000.5,59000,20200531,J2000,0.183364723,2.681762338,2.19002173,6.954366186,169.9805672,357.6396113,118.9324381,3.173502947,0.224426245,2458470.56,20181218.06,1604.090468,4.39176035,1.19679,465.7547643,3.45E-08,8.66E-09,9.22E-08,3.91E-06,3.19E-05,3.36E-05,1.05E-05,1.02E-08,1.09E-09,4.66E-05,7.77E-06,MBA,0.44993
a0001179,2001179,  1179 Mally (1931 FD),1179,Mally,,N,N,12.8,13.159,0.071,0.183,JPL 36,2459000.5,59000,20200531,J2000,0.171576476,2.618121678,2.168913585,8.706130555,6.787437671,234.3999057,336.7436996,3.06732977,0.23265872,2459100.459,20200907.96,1547.330787,4.236360814,1.17074,455.6168858,3.75E-08,7.69E-09,9.91E-08,4.66E-06,2.05E-05,2.35E-05,1.17E-05,9.01E-09,1.02E-09,5.03E-05,6.82E-06,MBA,0.42206
a0001180,2001180,  1180 Rita (1931 GE),1180,Rita,,N,N,9.2,97,0.058,,JPL 40,2459000.5,59000,20200531,J2000,0.15834087,4.00475615,3.370639577,7.193146211,88.27873333,206.9128792,359.4567301,4.638872724,0.122981549,2459004.917,20200604.42,2927.268386,8.014424054,2.35681,917.1997477,3.46E-08,3.20E-08,1.51E-07,4.14E-06,3.11E-05,3.44E-05,1.63E-05,3.70E-08,1.47E-09,0.00013281,3.51E-05,OMB,0.44103
a0001181,2001181,  1181 Lilith (1927 CQ),1181,Lilith,,N,N,11.3,20.492,0.106,0.276,JPL 34,2459000.5,59000,20200531,J2000,0.194980018,2.665401825,2.14570173,5.60123866,260.7019372,156.0474296,219.5645988,3.18510192,0.22649574,2459620.536,20220210.04,1589.433868,4.351632768,1.15929,451.1608893,3.64E-08,9.52E-09,9.58E-08,4.00E-06,4.16E-05,4.28E-05,1.09E-05,1.14E-08,1.21E-09,4.96E-05,8.52E-06,MBA,0.42755
a0001182,2001182,  1182 Ilona (1927 EA),1182,Ilona,,N,N,11.6,14.162,0.221,0.257,JPL 29,2459000.5,59000,20200531,J2000,0.117111782,2.260506381,1.995774451,9.388995456,336.3240129,62.86050497,258.3953027,2.52523831,0.289998311,2459350.863,20210516.36,1241.386542,3.398731121,1.02096,397.3270032,4.55E-08,5.76E-09,1.03E-07,5.05E-06,2.46E-05,3.06E-05,1.80E-05,6.44E-09,1.11E-09,6.23E-05,4.75E-06,MBA,0.40878
a0001183,2001183,  1183 Jutta (1930 DC),1183,Jutta,,N,N,12.3,23.751,0.045,0.133,JPL 37,2459000.5,59000,20200531,J2000,0.130449697,2.382816893,2.071979151,2.800186086,15.09724137,205.3578241,151.7597836,2.693654635,0.267958827,2458434.145,20181111.65,1343.489982,3.678275106,1.06436,414.2169812,3.15E-08,6.24E-09,7.45E-08,3.85E-06,7.11E-05,7.27E-05,1.57E-05,7.05E-09,1.05E-09,5.82E-05,5.28E-06,MBA,0.44212
a0001184,2001184,  1184 Gaea (1926 RE),1184,Gaea,,N,N,11.1,11.783,0.462,0.296,JPL 37,2459000.5,59000,20200531,J2000,0.070915288,2.668050811,2.478845219,11.31470959,355.7245881,311.6705628,225.8413447,2.857256402,0.226158508,2459593.706,20220114.21,1591.803924,4.358121627,1.48078,576.2751526,3.52E-08,9.88E-09,9.30E-08,4.51E-06,1.80E-05,3.83E-05,3.64E-05,1.06E-08,1.26E-09,0.00016246,8.84E-06,MBA,0.41072
a0001185,2001185,  1185 Nikko (1927 WC),1185,Nikko,,N,N,11.9,8.347,0.37,0.297,JPL 30,2459000.5,59000,20200531,J2000,0.104959376,2.238582277,2.003622078,5.698980262,71.8987839,2.013815225,215.3214635,2.473542476,0.294268979,2459492.154,20211004.65,1223.370541,3.349405999,1.0185,396.369645,2.92E-08,5.46E-09,6.63E-08,3.25E-06,4.00E-05,4.51E-05,2.09E-05,6.03E-09,1.08E-09,7.16E-05,4.47E-06,MBA,0.40271
a0001186,2001186,  1186 Turnera (1929 PL),1186,Turnera,,N,N,9.8,34.29,0.24,0.275,JPL 41,2459000.5,59000,20200531,J2000,0.101041564,3.022322468,2.71694228,10.74939449,42.98342394,295.9505601,78.83252714,3.327702656,0.18758274,2458580.245,20190406.75,1919.15312,5.254354881,1.73085,673.5948945,4.14E-08,1.14E-08,1.24E-07,4.88E-06,2.00E-05,2.93E-05,2.19E-05,1.25E-08,1.06E-09,0.00011661,1.08E-05,MBA,0.44551
a0001187,2001187,  1187 Afra (1929 XC),1187,Afra,,N,N,11.5,32.348,0.051,0.299,JPL 34,2459000.5,59000,20200531,J2000,0.222744119,2.640406438,2.052271432,10.69726232,327.1649597,74.95619731,52.04004436,3.228541443,0.22971952,2458773.963,20191017.46,1567.128473,4.290563923,1.09024,424.2887008,3.31E-08,7.88E-09,8.79E-08,3.79E-06,2.09E-05,2.28E-05,8.20E-06,9.63E-09,1.03E-09,3.57E-05,7.01E-06,MBA,0.41188
a0001188,2001188,  1188 Gothlandia (1930 SB),1188,Gothlandia,,N,N,11.6,12.67,0.273,0.136,JPL 32,2459000.5,59000,20200531,J2000,0.180752519,2.190247358,1.79435463,4.816760737,5.43854568,7.02522308,238.9464301,2.586140085,0.304063525,2459398.619,20210703.12,1183.96312,3.24151436,0.794595,309.2325362,3.58E-08,4.88E-09,7.82E-08,4.14E-06,4.25E-05,4.39E-05,1.26E-05,5.77E-09,1.02E-09,4.21E-05,3.96E-06,MBA,0.44833
a0001189,2001189,  1189 Terentia (1930 SG),1189,Terentia,,N,N,9.9,59.246,0.042,0.201,JPL 36,2459000.5,59000,20200531,J2000,0.112894859,2.934340861,2.603068862,9.868932454,275.2085293,95.02978692,300.4694008,3.26561286,0.196082228,2459304.1,20210330.6,1835.964455,5.026596727,1.62647,632.9733299,3.58E-08,1.38E-08,1.06E-07,4.71E-06,2.35E-05,3.17E-05,2.22E-05,1.54E-08,1.39E-09,0.0001142,1.30E-05,MBA,0.39647
a0001190,2001190,  1190 Pelagia (1930 SL),1190,Pelagia,,N,N,12.8,17.923,0.054,0.185,JPL 32,2459000.5,59000,20200531,J2000,0.13169249,2.431703336,2.111466268,3.168636873,26.46283008,41.06158071,185.1059741,2.751940404,0.259919096,2459673.379,20220403.88,1385.046368,3.792050289,1.12649,438.3961133,3.09E-08,7.18E-09,7.41E-08,3.71E-06,6.28E-05,6.46E-05,1.54E-05,8.12E-09,1.15E-09,6.03E-05,6.13E-06,MBA,0.42732
a0001191,2001191,  1191 Alfaterna (1931 CA),1191,Alfaterna,,N,N,10.8,47.397,0.045,0.175,JPL 40,2459000.5,59000,20200531,J2000,0.046483821,2.891271997,2.756874628,18.49470137,134.70904,54.05624682,17.73399226,3.025669365,0.200479813,2458912.042,20200303.54,1795.692016,4.9163368,1.79517,698.6263089,4.47E-08,1.15E-08,1.28E-07,4.26E-06,1.34E-05,4.21E-05,3.96E-05,1.20E-08,1.19E-09,0.00019737,1.07E-05,MBA,0.35637
a0001192,2001192,  1192 Prisma (1931 FE),1192,Prisma,,N,N,12.5,7.377,0.22,0.193,JPL 26,2459000.5,59000,20200531,J2000,0.258655262,2.365249678,1.753465404,23.90562352,1.250458835,131.5963239,208.3400717,2.977033953,0.270949645,2459560.235,20211211.73,1328.660167,3.637673283,0.825377,321.2119671,5.64E-08,7.98E-09,1.35E-07,6.83E-06,1.37E-05,1.83E-05,1.17E-05,1.00E-08,1.37E-09,4.44E-05,6.73E-06,MBA,0.39823
a0001193,2001193,  1193 Africa (1931 HB),1193,Africa,,N,N,11.7,12.22,0.247,0.102,JPL 35,2459000.5,59000,20200531,J2000,0.122733315,2.646906569,2.322042951,14.13774917,49.53606113,184.0755461,237.8115577,2.971770187,0.22887384,2459534.368,20211115.87,1572.918949,4.306417383,1.31143,510.3692131,4.67E-08,9.69E-09,1.24E-07,5.28E-06,1.53E-05,2.23E-05,1.78E-05,1.09E-08,1.26E-09,7.86E-05,8.64E-06,MBA,0.31945
a0001194,2001194,  1194 Aletta (1931 JG),1194,Aletta,,N,N,10.7,41.358,0.087,0.191,JPL 34,2459000.5,59000,20200531,J2000,0.091110036,2.912775652,2.647392557,10.87042395,291.2939072,243.4435835,16.25528027,3.178158748,0.198263843,2458918.512,20200310.01,1815.76224,4.971286078,1.67522,651.9453674,4.75E-08,1.19E-08,1.37E-07,3.94E-06,2.54E-05,3.28E-05,2.01E-05,1.30E-08,1.21E-09,0.00010131,1.11E-05,MBA,0.38435
a0001195,2001195,  1195 Orangia (1931 KD),1195,Orangia,,N,N,13.2,6.258,0.237,0.604,JPL 28,2459000.5,59000,20200531,J2000,0.20107278,2.257170431,1.803314897,7.192830073,281.2513084,328.2155214,81.07524082,2.711025965,0.290641446,2458721.547,20190826.05,1238.639586,3.391210364,0.793494,308.80406,3.24E-08,5.72E-09,7.44E-08,3.63E-06,3.26E-05,3.43E-05,1.11E-05,6.87E-09,1.10E-09,3.78E-05,4.71E-06,MBA,0.44374
a0001196,2001196,  1196 Sheba (1931 KE),1196,Sheba,,N,N,10.2,25.274,0.218,0.443,JPL 37,2459000.5,59000,20200531,J2000,0.179471887,2.653605434,2.17735786,17.66717124,100.7578483,262.6279647,111.646239,3.129853008,0.22800772,2458510.84,20190127.34,1578.893906,4.322775924,1.25462,488.2604654,3.89E-08,9.72E-09,1.03E-07,4.49E-06,1.39E-05,1.86E-05,1.40E-05,1.15E-08,1.25E-09,6.04E-05,8.68E-06,MBA,0.37177
a0001197,2001197,  1197 Rhodesia (1931 LD),1197,Rhodesia,,N,N,10.2,47.741,0.063,0.163,JPL 34,2459000.5,59000,20200531,J2000,0.232189239,2.886262938,2.216103742,12.97661092,255.7020892,277.1205318,123.7758458,3.556422134,0.201001933,2458384.706,20180923.21,1791.027548,4.903566183,1.26525,492.3973425,3.53E-08,1.14E-08,1.01E-07,4.93E-06,1.80E-05,2.10E-05,1.17E-05,1.41E-08,1.19E-09,5.69E-05,1.06E-05,MBA,0.4025
a0001198,2001198,  1198 Atlantis (1931 RA),1198,Atlantis,,N,N,14.4,,,,JPL 30,2459000.5,59000,20200531,J2000,0.335142625,2.251347586,1.496825046,2.724955841,259.5296147,84.55581654,99.97296995,3.005870127,0.291769739,2458657.857,20190623.36,1233.849682,3.378096323,0.492667,191.7312164,2.77E-08,4.54E-09,6.21E-08,3.21E-06,7.08E-05,7.10E-05,5.22E-06,6.06E-09,8.83E-10,1.73E-05,3.73E-06,MCA,0.4845
a0001199,2001199,  1199 Geldonia (1931 RF),1199,Geldonia,,N,N,10.2,30.395,0.098,0.243,JPL 32,2459000.5,59000,20200531,J2000,0.030945141,3.018714034,2.925299502,8.779692883,235.547177,292.0949101,151.4188237,3.112128566,0.187919182,2458194.734,20180317.23,1915.717152,5.244947712,1.94164,755.6280388,3.72E-08,1.39E-08,1.11E-07,4.28E-06,2.65E-05,7.45E-05,6.94E-05,1.43E-08,1.29E-09,0.00036988,1.32E-05,MBA,0.47062
a0001200,2001200,  1200 Imperatrix (1931 RH),1200,Imperatrix,,N,N,10.9,42.006,0.065,0.39,JPL 46,2459000.5,59000,20200531,J2000,0.105337588,3.063477448,2.740778123,4.593862835,204.7526037,52.02924385,298.0741355,3.386176773,0.183815463,2459337.391,20210502.89,1958.485941,5.362042275,1.72907,672.9021719,2.97E-08,1.27E-08,9.30E-08,4.19E-06,4.39E-05,4.85E-05,2.08E-05,1.41E-08,1.15E-09,0.00011338,1.22E-05,MBA,0.44107
a0001201,2001201,  1201 Strenua (1931 RK),1201,Strenua,,N,N,11.4,35.825,0.037,0.24,JPL 36,2459000.5,59000,20200531,J2000,0.038605905,2.697695442,2.593548467,7.001061043,203.0784499,165.3361618,359.2898708,2.801842416,0.222440927,2459003.692,20200603.19,1618.407208,4.430957449,1.59339,620.0995863,4.06E-08,1.07E-08,1.13E-07,4.37E-06,3.25E-05,6.28E-05,5.48E-05,1.11E-08,1.32E-09,0.00024643,9.61E-06,MBA,0.46726
a0001202,2001202,  1202 Marina (1931 RL),1202,Marina,,N,N,10,54.93,0.0337,2.6,JPL 36,2459000.5,59000,20200531,J2000,0.16699492,4.000051378,3.33206312,3.332707143,49.86737238,307.4032648,109.3617209,4.668039636,0.123198585,2458112.813,20171225.31,2922.111486,8.000305231,2.3297,906.649349,4.25E-08,2.68E-08,1.65E-07,4.49E-06,7.59E-05,7.69E-05,1.27E-05,3.12E-08,1.24E-09,9.96E-05,2.93E-05,OMB,0.46556
a0001203,2001203,  1203 Nanna (1931 TA),1203,Nanna,,N,N,11.6,35.18,0.0473,3.9,JPL 35,2459000.5,59000,20200531,J2000,0.249521274,2.884743146,2.164938362,5.993798775,224.5280295,177.2113954,17.26155652,3.60454793,0.201160797,2458914.69,20200306.19,1789.613108,4.899693657,1.17354,456.7065618,3.12E-08,1.19E-08,9.30E-08,3.58E-06,4.16E-05,4.25E-05,8.96E-06,1.49E-08,1.25E-09,4.45E-05,1.11E-05,MBA,0.44387
a0001204,2001204,  1204 Renzia (1931 TE),1204,Renzia,,N,N,12,,,,JPL 36,2459000.5,59000,20200531,J2000,0.293652319,2.263126194,1.598553939,1.879165851,7.543945669,313.6615493,39.80956436,2.927698449,0.2894949,2458862.986,20200114.49,1243.545224,3.404641269,0.586698,228.3252607,3.04E-08,4.38E-09,6.96E-08,3.61E-06,9.39E-05,9.41E-05,6.66E-06,5.66E-09,8.40E-10,2.28E-05,3.61E-06,MCA,0.42666
a0001205,2001205,  1205 Ebella (1931 TB1),1205,Ebella,,N,N,13.5,5.474,0.214,0.283,JPL 27,2459000.5,59000,20200531,J2000,0.271477775,2.536555627,1.84793715,8.845654505,23.00067096,349.3050058,347.7945514,3.225174104,0.243970596,2459050.528,20200720.03,1475.587655,4.039938822,0.849475,330.5901858,5.05E-08,1.20E-08,1.31E-07,5.01E-06,2.67E-05,2.88E-05,1.37E-05,1.52E-08,1.73E-09,5.64E-05,1.04E-05,MBA,0.53449
a0001206,2001206,  1206 Numerowia (1931 UH),1206,Numerowia,,N,N,11.5,14.534,0.159,0.264,JPL 34,2459000.5,59000,20200531,J2000,0.052969504,2.866649317,2.714804326,13.0018316,324.4212608,278.1223396,240.5492536,3.018494309,0.203068341,2459588.729,20220109.23,1772.802188,4.853667866,1.7391,676.805547,3.57E-08,1.34E-08,1.03E-07,5.60E-06,1.84E-05,6.38E-05,6.37E-05,1.41E-08,1.43E-09,0.00031492,1.25E-05,MBA,0.40419
a0001207,2001207,  1207 Ostenia (1931 VT),1207,Ostenia,,N,N,10.8,21.925,0.176,0.632,JPL 30,2459000.5,59000,20200531,J2000,0.087312907,3.020198013,2.756495746,10.33930428,20.00089008,46.25248386,311.4143048,3.28390028,0.187780697,2459259.236,20210213.74,1917.129955,5.248815757,1.78048,692.9094016,3.52E-08,1.37E-08,1.07E-07,4.90E-06,2.36E-05,3.78E-05,3.03E-05,1.49E-08,1.28E-09,0.00016156,1.31E-05,MBA,0.44453
a0001208,2001208,  1208 Troilus (1931 YA),1208,Troilus,,N,N,9,100.477,0.041,1.097,JPL 45,2459000.5,59000,20200531,J2000,0.09176711,5.253479666,4.771383022,33.53919306,48.54798009,295.2970303,255.5930039,5.73557631,0.081852791,2460276.046,20231127.55,4398.139603,12.04144997,3.89047,1514.05421,4.59E-08,6.43E-08,2.67E-07,5.00E-06,6.90E-06,3.41E-05,3.82E-05,7.02E-08,1.50E-09,0.00048338,8.08E-05,TJN,0.42211
a0001209,2001209,  1209 Pumma (1927 HA),1209,Pumma,,N,N,10.7,26.889,0.141,0.253,JPL 39,2459000.5,59000,20200531,J2000,0.128403414,3.168656187,2.761789915,6.939133278,89.76122764,176.7383057,117.7390128,3.575522459,0.174739623,2458326.703,20180727.2,2060.208171,5.640542562,1.74589,679.4480113,3.15E-08,1.40E-08,9.83E-08,3.54E-06,3.41E-05,3.77E-05,1.59E-05,1.58E-08,1.16E-09,9.07E-05,1.36E-05,MBA,0.47006
a0001210,2001210,  1210 Morosovia (1931 LB),1210,Morosovia,,N,N,10,33.663,0.132,0.329,JPL 39,2459000.5,59000,20200531,J2000,0.061701732,3.012221874,2.826362566,11.27319887,106.6184364,168.7537433,352.0740588,3.198081181,0.188527035,2459042.541,20200712.04,1909.540455,5.228036839,1.81076,704.6934692,3.82E-08,1.47E-08,1.19E-07,4.25E-06,2.26E-05,4.34E-05,3.75E-05,1.56E-08,1.38E-09,0.00019867,1.40E-05,MBA,0.44735
a0001211,2001211,  1211 Bressole (1931 XA),1211,Bressole,,N,N,11,45.809,0.047,0.724,JPL 32,2459000.5,59000,20200531,J2000,0.161021165,2.929953856,2.458169273,12.76596271,129.7347281,211.444003,305.2784426,3.401738439,0.196522782,2459278.949,20210305.45,1831.848689,5.015328374,1.45797,567.3981849,4.06E-08,1.25E-08,1.19E-07,3.66E-06,2.01E-05,2.51E-05,1.86E-05,1.46E-08,1.26E-09,9.57E-05,1.18E-05,MBA,0.42008
a0001212,2001212,  1212 Francette (1931 XC),1212,Francette,,N,N,9.6,76.387,0.046,0.155,JPL 34,2459000.5,59000,20200531,J2000,0.190365972,3.949185107,3.197394648,7.591965285,149.5616856,348.2586923,48.32375074,4.700975567,0.125586466,2458615.715,20190512.22,2866.550933,7.848188728,2.21139,860.6066463,3.59E-08,2.40E-08,1.42E-07,4.45E-06,3.26E-05,3.47E-05,1.14E-05,2.85E-08,1.14E-09,9.08E-05,2.61E-05,OMB,0.46912
a0001213,2001213,  1213 Algeria (1931 XD),1213,Algeria,,N,N,11.1,29.175,0.057,0.251,JPL 37,2459000.5,59000,20200531,J2000,0.127937378,3.135922217,2.734720552,13.10938017,271.2935018,110.2321714,19.36163016,3.537123881,0.177482751,2458891.41,20200211.91,2028.366129,5.553363802,1.77351,690.1968867,3.74E-08,1.44E-08,1.19E-07,4.03E-06,1.99E-05,2.64E-05,1.68E-05,1.63E-08,1.22E-09,9.47E-05,1.40E-05,MBA,0.39133
a0001214,2001214,  1214 Richilde (1932 AA),1214,Richilde,,N,N,11.2,36.668,0.048,0.575,JPL 33,2459000.5,59000,20200531,J2000,0.117295875,2.710410459,2.392490492,9.841812946,285.842173,32.4642176,68.06415149,3.028330426,0.2208775,2458692.347,20190727.85,1629.86271,4.462320904,1.38484,538.9381828,4.10E-08,9.29E-09,1.11E-07,4.17E-06,2.25E-05,2.74E-05,1.51E-05,1.04E-08,1.14E-09,6.82E-05,8.38E-06,MBA,0.41621
a0001215,2001215,  1215 Boyer (1932 BA),1215,Boyer,,N,N,11,13.041,0.116,0.106,JPL 34,2459000.5,59000,20200531,J2000,0.133155076,2.577599925,2.234379411,15.91755644,123.7287748,265.7484914,203.3057073,2.92082044,0.238166573,2459658.419,20220319.92,1511.547128,4.138390495,1.30405,507.4971385,3.75E-08,9.25E-09,9.76E-08,3.52E-06,1.55E-05,2.10E-05,1.66E-05,1.05E-08,1.28E-09,7.15E-05,8.14E-06,MBA,0.38844
